what is the highest point in florida ?	_answer ( A , _highest ( A , ( _place ( A ) , _loc ( A , B ) , _const ( B , _stateid ( florida ) ) ) ) )
what are the high points of states surrounding mississippi ?	_answer ( A , ( _high_point ( B , A ) , _loc ( A , B ) , _state ( B ) , _next_to ( B , C ) , _const ( C , _stateid ( mississippi ) ) ) )
what state has the shortest river ?	_answer ( A , ( _state ( A ) , _loc ( B , A ) , _shortest ( B , _river ( B ) ) ) )
what is the tallest mountain in the united states ?	_answer ( A , _highest ( A , ( _mountain ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) ) )
what is the capital of maine ?	_answer ( A , ( _capital ( A ) , _loc ( A , B ) , _const ( B , _stateid ( maine ) ) ) )
what are the populations of states through which the mississippi river run ?	_answer ( A , ( _population ( B , A ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _river ( C ) , _traverse ( C , B ) ) )
name all the lakes of us ?	_answer ( A , ( _lake ( A ) , _loc ( A , B ) , _const ( B , _countryid ( usa ) ) ) )
which states border states through which the mississippi traverses ?	_answer ( A , ( _state ( A ) , _next_to ( A , B ) , _state ( B ) , _const ( C , _riverid ( mississippi ) ) , _traverse ( C , B ) ) )
what is the highest mountain in alaska ?	_answer ( A , _highest ( A , ( _mountain ( A ) , _loc ( A , B ) , _const ( B , _stateid ( alaska ) ) ) ) )
what is the population of illinois ?	_answer ( A , ( _population ( B , A ) , _const ( B , _stateid ( illinois ) ) ) )
